Kurskod;Kursnamn;Högskolepoäng;Anmälningskod;Årtal;Vecka;Studieplatser;Studietakt
SBF900F;Stadsvetenskap;5.0;26403;2022;1;15;0.50
IEA008;Strategier och principer för effektiv logistik;6.0;17412;2019;36;24;0.50
IEA004;Strategisk ledning för hållbar utveckling;7.5;27413;2015;4;17;0.50
IEA005;Strategisk ledning för hållbar utveckling;6.0;27403;2016;4;15;0.50
IEA005;Strategisk ledning för hållbar utveckling;6.0;27413;2016;4;10;0.50
IEA005;Strategisk ledning för hållbar utveckling;6.0;27407;2017;4;6;0.50
IEA005;Strategisk ledning för hållbar utveckling;6.0;27412;2018;3;19;0.50
IEA005;Strategisk ledning för hållbar utveckling;6.0;27400;2019;4;24;0.50
SB303B;Sustainable Spatial Planning;7.5;28603;2016;14;50;0.50
SB303B;Sustainable Spatial Planning;7.5;28602;2017;14;32;0.50
SB303B;Sustainable Spatial Planning;7.5;28607;2018;13;26;0.50
DV035B;Systemintegration över Internet;15.0;28428;2013;4;30;0.50
DV035B;Systemintegration över Internet;15.0;28413;2014;4;30;0.50
DV035B;Systemintegration över Internet;15.0;28414;2014;4;30;0.50
SBG622;Tematisk- och webkartografi;5.0;17304;2019;36;25;0.50
SBG622;Tematisk- och webkartografi;5.0;17314;2020;36;15;0.50
SBG622;Tematisk- och webkartografi;5.0;17314;2021;35;25;0.50
SBG622;Tematisk- och webkartografi;5.0;17306;2022;35;10;0.50
SBG622;Tematisk- och webkartografi;5.0;17339;2024;36;10;0.25
SBG622;Tematisk- och webkartografi;5.0;17340;2024;36;10;0.25
SBG622;Tematisk- och webkartografi;5.0;17339;2025;36;10;0.25
SBG622;Tematisk- och webkartografi;5.0;17340;2025;36;10;0.25
BEA305;Teori och teknik för komplexa beslut;15.0;28425;2020;4;55;0.50
BEA305;Teori och teknik för komplexa beslut;15.0;28419;2021;3;45;0.50
BEA305;Teori och teknik för komplexa beslut;15.0;28412;2022;3;45;0.50
BEA305;Teori och teknik för komplexa beslut;15.0;28400;2023;3;45;0.50
BEA305;Teori och teknik för komplexa beslut;15.0;28412;2024;3;45;0.50
BEA305;Teori och teknik för komplexa beslut;15.0;28412;2025;3;45;0.50
DV016D;Teorier och verktyg för komplexa beslut 2;7.5;28427;2020;4;2;0.50
BEA302;Teorier och verktyg för komplexa beslut B;7.5;28426;2015;4;15;0.50
IEA009;Tillförlitlighet, underhållsmässighet och säkerhetsteknik;6.0;17417;2019;36;24;0.50
IEG307;Tillförlitlighetsteknik;7.5;17403;2019;36;25;0.50
MTG306;Tillverkningsmetoder;7.5;16200;2018;35;20;0.50
MTG306;Tillverkningsmetoder;7.5;16202;2019;46;25;0.50
FYG302;Tillämpad mekanik;7.5;28117;2015;1;30;0.50
MTG307;Tillämpad mekanik;7.5;26202;2016;4;15;0.50
MTG307;Tillämpad mekanik;7.5;26205;2017;4;35;0.50
MTG307;Tillämpad mekanik;7.5;26206;2018;3;9;0.50
MTG307;Tillämpad mekanik;7.5;26202;2019;4;10;0.50
FYG500;Tillämpad mekanik II;7.5;18100;2015;1;15;0.50
FYG500;Tillämpad mekanik II;7.5;18117;2018;35;15;0.50
FYG500;Tillämpad mekanik II;7.5;18105;2019;36;20;0.50
DVG331;Tillämpad programmering;7.5;18420;2022;35;17;0.50
DVG331;Tillämpad programmering;7.5;18417;2023;35;13;0.50
DVG331;Tillämpad programmering;7.5;18424;2024;36;13;0.50
DVG331;Tillämpad programmering;7.5;18424;2025;36;13;0.50
MTG002;Underhållsteknik;7.5;26207;2015;14;50;0.50
MTG002;Underhållsteknik;7.5;26200;2016;14;65;0.50
MTG002;Underhållsteknik;7.5;26201;2017;14;24;0.50
MTG002;Underhållsteknik;7.5;26207;2018;13;52;0.50
MTG002;Underhållsteknik;7.5;26206;2019;14;80;0.50
SBU302;Uppdragskurs Fördjupning fastighetsbildningsteknik;7.5;27324;2020;14;30;0.50
SBU002;Uppdragskurs Grundläggande fastighetsbildningsteknik;7.5;17328;2020;3;23;0.50
SBU004;Uppdragskurs Grundläggande kart- och mätningsteknik;7.5;27325;2020;15;30;0.50
SBU003;Uppdragskurs Introduktion till GIS;7.5;27326;2020;4;30;0.50
SB256B;Urban Social Geography;7.5;28504;2015;14;35;0.50
SB256B;Urban Social Geography;7.5;28504;2016;14;40;0.50
SB256B;Urban Social Geography;7.5;28501;2017;14;32;0.50
SB256B;Urban Social Geography;7.5;28505;2018;13;26;0.50
SBG303;Urban geovisualisering;7.5;17319;2015;46;10;0.50
SBG303;Urban geovisualisering;7.5;17324;2020;46;5;0.50
SB300C;Urban teori;7.5;18600;2015;46;35;0.50
SBG513;Urban teori;7.5;18503;2020;46;20;0.50
SBG513;Urban teori;7.5;18503;2021;45;32;0.50
SBG513;Urban teori;7.5;18503;2022;45;15;0.50
SBG513;Urban teori;7.5;18503;2023;45;25;0.50
SBG513;Urban teori;7.5;18503;2024;46;25;0.50
SBG513;Urban teori;7.5;18503;2025;46;25;0.50
DV046B;Utveckling av databasapplikation;15.0;18419;2013;35;30;0.50
DV046B;Utveckling av databasapplikation;15.0;18407;2014;35;12;0.50
DV048A;Utveckling av distribuerade GIS;15.0;28429;2013;14;30;0.50
DV048A;Utveckling av distribuerade GIS;15.0;18420;2013;35;30;0.50
DV048A;Utveckling av distribuerade GIS;15.0;28433;2014;14;30;0.50
DV048A;Utveckling av distribuerade GIS;15.0;28415;2015;4;23;0.50
DVG315;Utveckling av distribuerade GIS;15.0;28425;2016;4;18;0.50
DVG315;Utveckling av distribuerade GIS;15.0;28410;2017;4;16;0.50
DVG315;Utveckling av distribuerade GIS;15.0;28417;2018;3;16;0.50
DVG315;Utveckling av distribuerade GIS;15.0;28416;2019;4;20;0.50
DVG315;Utveckling av distribuerade GIS;15.0;28407;2020;4;13;0.50
DVG315;Utveckling av distribuerade GIS;15.0;28414;2022;3;23;0.50
DVG315;Utveckling av distribuerade GIS;15.0;28429;2023;3;39;0.50
DVG315;Utveckling av distribuerade GIS;15.0;28405;2024;3;39;0.50
DVG315;Utveckling av distribuerade GIS;15.0;28405;2025;3;39;0.50
DVG511;VR/AR som visualiseringsverktyg 7,5 hp;7.5;38400;2020;1;15;0.50
DVG511;VR/AR som visualiseringsverktyg 7,5 hp;7.5;38400;2020;1;15;0.50
SB254D;Vattendragshydrologi;7.5;18505;2015;46;5;0.50
DVG512;Vetenskaplig metod och skrivande för dataingenjörer;7.5;28429;2019;4;30;0.50
DVG512;Vetenskaplig metod och skrivande för dataingenjörer;7.5;28406;2020;4;30;0.50
DVG512;Vetenskaplig metod och skrivande för dataingenjörer;7.5;28412;2021;3;26;0.50
DVG512;Vetenskaplig metod och skrivande för dataingenjörer;7.5;28400;2022;3;21;0.50
DVG512;Vetenskaplig metod och skrivande för dataingenjörer;7.5;28430;2023;3;33;0.50
DVG512;Vetenskaplig metod och skrivande för dataingenjörer;7.5;28422;2024;3;33;0.50
DVG512;Vetenskaplig metod och skrivande för dataingenjörer;7.5;28422;2025;3;33;0.50
IEG505;Vetenskaplig metod och skrivande för ekonomiingenjörer;7.5;27413;2019;4;50;0.50
MTG505;Vetenskaplig metod och skrivande för maskiningenjörer;7.5;26209;2019;4;25;0.50
TMG500;Vetenskaplig teori och skrivande;7.5;28430;2018;3;42;0.50
TMG500;Vetenskaplig teori och skrivande;7.5;7411;2015;1;35;0.50
TMG500;Vetenskaplig teori och skrivande;7.5;28420;2016;4;150;0.50
TMG500;Vetenskaplig teori och skrivande;7.5;7411;2016;4;40;0.50
TMG500;Vetenskaplig teori och skrivande;7.5;28407;2017;4;123;0.50
TMG500;Vetenskaplig teori och skrivande;7.5;28432;2018;3;18;0.50
TMG500;Vetenskaplig teori och skrivande;7.5;7412;2015;1;30;0.50
TMG500;Vetenskaplig teori och skrivande;7.5;7412;2016;4;63;0.50
TMG500;Vetenskaplig teori och skrivande;7.5;28431;2018;3;78;0.50
TMG500;Vetenskaplig teori och skrivande;7.5;7413;2016;4;22;0.50
TMG500;Vetenskaplig teori och skrivande;7.5;7414;2015;1;70;0.50
TMG500;Vetenskaplig teori och skrivande;7.5;7414;2015;1;75;0.50
TMG500;Vetenskaplig teori och skrivande;7.5;18423;2018;45;66;0.50
TMG500;Vetenskaplig teori och skrivande;7.5;18413;2019;46;120;0.50
TMG500;Vetenskaplig teori och skrivande;7.5;18404;2020;46;30;0.50
TMG500;Vetenskaplig teori och skrivande;7.5;18423;2021;45;100;0.50
TMG500;Vetenskaplig teori och skrivande;7.5;18405;2022;45;82;0.50
TMG500;Vetenskaplig teori och skrivande;7.5;18408;2023;45;80;0.50
TMG500;Vetenskaplig teori och skrivande;7.5;18433;2024;46;80;0.50
TMG500;Vetenskaplig teori och skrivande;7.5;18433;2025;46;80;0.50
IEA012;Vetenskapliga metoder för industriell ekonomi;6.0;17413;2016;46;15;0.50
IEA012;Vetenskapliga metoder för industriell ekonomi;6.0;17408;2018;45;15;0.50
TMF900F;Vetenskapligt skrivande för forskarstuderande;6.0;18432;2021;45;10;0.50
TMF900F;Vetenskapligt skrivande för forskarstuderande;6.0;18435;2022;45;5;0.50
DVG577;Visualisering av geografisk data;7.5;28430;2021;3;5;0.50
DVG577;Visualisering av geografisk data;7.5;28418;2022;3;7;0.50
DVG577;Visualisering av geografisk data;7.5;28402;2023;3;7;0.50
DVG577;Visualisering av geografisk data;7.5;28407;2024;3;10;0.50
DVG577;Visualisering av geografisk data;7.5;28407;2025;3;10;0.50
DVG003;Visualisering i 2D och 3D;15.0;28415;2014;4;30;0.50
DVG507;Visualisering och bildbehandling för GIS;10.0;28418;2017;4;12;0.50
DVG507;Visualisering och bildbehandling för GIS;10.0;28401;2018;3;10;0.50
DVG507;Visualisering och bildbehandling för GIS;10.0;28411;2019;4;15;0.50
DVG507;Visualisering och bildbehandling för GIS;10.0;28412;2020;4;10;0.50
DVG507;Visualisering och bildbehandling för GIS;10.0;28411;2021;3;5;0.50
DV039A;Webbutveckling I - Introduktion;7.5;18421;2013;35;30;0.50
DV039A;Webbutveckling I - Introduktion;7.5;18426;2014;35;30;0.50
DV040A;Webbutveckling II - Skriptspråk;7.5;28430;2013;4;30;0.50
DV040A;Webbutveckling II - Skriptspråk;7.5;28425;2014;4;30;0.50
DV040A;Webbutveckling II - Skriptspråk;7.5;28416;2015;4;19;0.50
DV040A;Webbutveckling II - Skriptspråk;7.5;28403;2016;4;40;0.50
SBG001;Översiktsplanering;7.5;28605;2015;14;113;0.50
SBG001;Översiktsplanering;7.5;28600;2016;14;40;0.50
SBG001;Översiktsplanering;7.5;28606;2016;14;110;0.50
SBG001;Översiktsplanering;7.5;28603;2017;14;65;0.50
SBG071;Översiktsplanering;7.5;28602;2018;13;66;0.50
SBG071;Översiktsplanering;7.5;28603;2019;14;65;0.50
SBG071;Översiktsplanering;7.5;28605;2020;14;76;0.50
SBG071;Översiktsplanering;7.5;28607;2021;13;59;0.50
SBG071;Översiktsplanering;7.5;28606;2022;13;58;0.50
SBG071;Översiktsplanering;7.5;28607;2023;13;40;0.50
SBG071;Översiktsplanering;7.5;28606;2024;13;40;0.50
SBG071;Översiktsplanering;7.5;28606;2025;13;40;0.50
